ID,OUTPUT
350,121.4289126632
351,98.7157613593
352,126.6560339699
353,126.0949294745
354,113.0469383676
355,144.6188551716
356,77.3806710287
357,129.321230196
358,135.3107799497
359,110.8734313134
360,57.474702871
361,98.8639999961
362,112.2541271751
363,144.1730950609
364,119.3284805279
365,111.5378993261
366,100.5703351887
367,140.2969759011
368,109.1086875074
369,112.6858874047
370,98.315943171
371,119.8072997256
372,103.7175996851
373,54.7946369728
374,44.9795950339
375,112.1359750555
376,139.4883458598
377,151.4782504549
378,54.1933631918
379,143.8429905128
380,135.7875066275
381,134.6280371587
382,108.2302657765
383,109.3878622593
384,94.8105169561
385,125.8469168571
386,120.3412943322
387,64.0423938208
388,20.8627930556
389,143.3205307313
390,113.1469962821
391,46.8928047641
392,103.9083581719
393,105.4540503105
394,145.5906513991
395,143.2886069593
396,66.5042338494
397,132.6420240985
398,138.8768494457
399,40.7918858865
400,106.2407710838
401,134.4697358827
402,107.0169960002
403,143.3960787339
404,153.6766362494
405,41.3919905816
406,104.0568078618
407,94.099136528
408,141.6694404448
409,54.4145108359
410,124.5941349902
411,139.0662854493
412,107.0306847259
413,55.9429606839
414,90.2703501448
415,41.1580445364
416,120.692888109
417,128.9835607309
418,145.6904993932
419,107.0224578534
420,34.0777260583
421,143.3741855176
422,105.2266683593
423,119.6895975287
424,36.9683110228
425,109.9615468739
426,91.4857127848
427,95.2523497487
428,102.3088471535
429,45.7591112352
430,60.7504313381
431,143.0982529393
432,97.5177041242
433,134.1755002937
434,83.2563524001
435,114.1950222046
436,128.9571131362
437,96.3551249117
438,48.6943072318
439,138.3569182395
440,143.3051189896
441,140.8955310758
442,101.0483918658
443,56.5506015397
444,141.8680913929
445,147.4685376713
446,32.7619937558
447,136.2175007297
448,56.3730550508
449,50.9224178252
450,147.9911201248
451,86.607732783
452,114.5722081141
453,104.2160317607
454,137.5838721503
455,130.8159159426
456,103.0189794508
457,116.5358208315
458,130.1585282847
459,139.5578086752
460,70.2661046086
461,107.3197308076
462,54.6861588673
463,143.4242238657
464,109.1676759231
465,109.9600962571
466,146.7400460224
467,108.7471778322
468,42.2517432795
469,82.4322256489
470,111.9237615747
471,103.2685293521
472,139.4350326864
473,136.6911996325
474,104.7200112488
475,96.2329404727
476,143.7702352902
477,139.1292021465
478,37.7442332252
479,105.6605758125
480,53.370037355
481,96.5045104887
482,107.3099422729
483,138.3304667556
484,104.0851981198
485,113.9987634957
486,79.4429948505
487,48.8949239509
488,137.6314064823
489,50.3328092635
490,139.272682916
491,125.9854108575
492,51.8389545128
493,101.9446073152
494,46.8511729926
495,-3.4297827339
496,55.4396137123
497,109.0515060954
498,148.7461041726
499,80.1115408776
500,59.0240644009
501,144.5167226578
502,127.0608918233
503,99.1321431603
504,57.870874579
505,126.2015949326
506,90.6861168053
507,53.5775898178
508,61.7577333202
509,136.691063616
510,38.5308528417
511,107.1675044287
512,139.3917796847
513,111.3785937466
514,114.4697431444
515,145.8931413375
516,95.5941392821
517,36.285709181
518,37.907224384
519,20.8143553186
520,56.4660288309
521,104.0935755542
522,120.6280231341
523,108.5496206541
524,101.1218086309
525,99.3946124141
526,151.321066085
527,131.9710645633
528,117.5164490718
529,112.4597182539
530,117.8231556241
531,146.0994701838
532,105.6847677383
533,84.575807747
534,148.9833251675
535,147.9182165678
536,138.8103782678
537,118.1020794305
538,51.5166488574
539,149.7009437641
540,133.1703389713
541,56.8863230688
542,45.8950753718
543,104.6342010251
544,142.6926701366
545,65.2629967375
546,103.4432960882
547,108.3658507132
548,135.4879248637
549,76.4727962006
550,115.6231272563
551,40.2439711838
552,45.1071424902
553,120.7357669987
554,141.4275635287
555,141.2233362348
556,78.403520304
557,76.8819501277
558,100.3329801854
559,146.9607507969
560,124.1562644554
561,57.7991371132
562,136.7317707994
563,141.0164475411
564,110.0083661258
565,46.7843722029
566,152.8675761579
567,96.3220767169
568,60.8479367505
569,93.6195285701
570,152.9479405401
571,125.2837041836
572,103.7213513315
573,116.853008051
574,108.4393197674
575,107.5854241783
576,134.1651718961
577,110.149508507
578,144.7379636227
579,108.5173772352
580,105.695570686
581,101.0894185855
582,52.4303164039
583,140.5581243303
584,57.9895673975
585,96.5961671591
586,152.8791544375
587,127.3307974759
588,98.030275542
589,59.1549044073
590,90.0764846465
591,106.7071441988
592,102.9925012065
593,103.5348131189
594,102.930203357
595,103.0113725963
596,111.939254616
597,136.9250339673
598,93.6682451743
599,42.3545743863
600,140.7478534423
601,112.9990671808
602,138.0312830572
603,54.2444495976
604,142.1895426029
605,116.3156351139
606,105.174691891
607,110.2642324767
608,120.8909831158
609,95.2558335787
610,49.9188698938
611,59.8069070192
612,94.5285318685
613,125.2463436918
614,153.2160193112
615,60.3804612316
616,98.5649287081
617,56.6718208802
618,86.8740978969
619,100.137106593
620,52.6430353811
621,144.7007467452
622,134.2764718545
623,93.9604870988
624,115.0431572935
625,137.653039105
626,51.7795008641
627,41.4764638821
628,152.2623813697
629,129.5236166665
630,109.579281684
631,103.0130267991
632,53.1678379296
633,140.4232303115
634,115.8912810541
635,102.5393191049
636,151.1812851963
637,135.8399937458
638,110.0609592263
639,41.9296019296
640,89.5393766403
641,121.0015149443
642,105.0773364028
643,49.1094051077
644,104.2975671225
645,81.9940943395
646,132.0249705674
647,107.2815547115
648,53.6806687542
649,142.8298740107
650,53.8284418923
651,46.6711777802
652,133.9571944064
653,120.6195104936
654,109.6802990855
655,85.3685546234
656,106.0692200012
657,145.0168063348
658,115.5459204715
659,148.1347350483
660,58.3887876249
661,27.5787643706
662,125.7573194722
663,59.557998697
664,51.6769288822
665,64.1058937801
666,108.2348895261
667,113.9382903598
668,141.0230778917
669,143.0253397628
670,124.8114593997
671,137.308002954
672,117.6359335936
673,106.0459523684
674,134.2443750361
675,93.3989905455
676,85.1547589236
677,129.8655648171
678,115.3560131025
679,138.5066720035
680,102.4018895063
681,116.8525463287
682,133.0626369839
683,122.7722245157
684,113.0331786701
685,62.1717791275
686,121.9364883227
687,43.9272081454
688,77.2763358191
689,116.2169319123
690,119.8990683048
691,130.8937503824
692,115.6309029669
693,138.7196623085
694,115.5283883343
695,112.9752614862
696,109.3932430687
697,103.1970815417
698,107.9431366205
699,109.1492124429
700,127.6293558979
701,133.5587128016
702,139.5145204376
703,40.6617221434
704,101.408677797
705,105.7772710198
706,106.1371890726
707,131.5710916336
708,96.1367446814
709,115.3809908008
710,116.8971529603
711,90.9573266446
712,130.724904043
713,25.3666920855
714,110.5189611103
715,138.7066223947
716,132.2482667383
717,58.2532459244
718,105.9750430624
719,50.2546806867
720,128.2832955831
721,108.541081481
722,75.1644024168
723,59.2024296432
724,66.5366329781
725,135.4504563434
726,136.5343483865
727,77.2660599287
728,121.5144929372
729,53.4452473231
730,62.9094185202
731,135.8329758299
732,147.2625894789
733,147.6493058426
734,144.8041652375
735,56.8806193521
736,101.9352843811
737,119.7591330494
738,114.3266299322
739,48.0816057185
740,91.6932391871
741,138.6353004325
742,34.1496624829
743,149.1996414457
744,114.5836050368
745,52.6387914916
746,94.8560533185
747,101.504473185
748,143.848092474
749,115.4138446059
750,121.9519648956
751,85.3045535814
752,139.3801654608
753,56.1367037041
754,103.4716587774
755,136.7500366027
756,63.8870984089
757,143.3394672518
758,110.2838435131
759,45.7941230539
760,59.5205187821
761,141.1457154869
762,120.8746852335
763,146.1553650551
764,57.4583643144
765,107.7456275548
766,98.5377391476
767,43.2614295668
768,39.0761144827
769,55.5642281531
770,112.1062462387
771,138.3219267021
772,123.5756699568
773,90.7431711093
774,84.6023535063
775,145.0241277458
776,120.3175053307
777,142.2902158702
778,126.6230112788
779,150.0039452609
780,108.7818502932
781,113.2527274192
782,142.8865423839
783,53.221425566
784,47.3234976877
785,32.3005474364
786,114.56856675
787,60.2373892755
788,105.9404653468
789,50.694974183
790,123.3625816077
791,36.3993930887
792,109.6068288123
793,107.1339063522
794,84.369996487
795,80.0992596725
796,105.9477657805
797,98.5159086837
798,133.2248072384
799,103.6558293012
800,102.3096811154
801,120.9900246531
802,94.9298840305
803,103.5692629846
804,51.0299658735
805,144.5117087952
806,42.2233934856
807,126.5455696639
808,107.5856061007
809,131.7719644312
810,103.6408354789
811,123.3358014298
812,113.4919068993
813,55.5187615824
814,49.7214294169
815,105.0894147643
816,123.9192886861
817,37.6294636253
818,108.1750690835
819,144.2872061841
820,127.4067428197
821,128.3662443984
822,110.598990905
823,120.2844336356
824,135.0738442424
825,42.6288702459
826,122.0726494785
827,110.5902951196
828,107.9501542965
829,140.0106967774
830,35.4258551948
831,40.8536249793
832,115.4876367912
833,113.0685750899
834,129.0008451654
835,58.9412645566
836,145.1497053661
837,58.1499082397
838,124.1244463723
839,102.3402282209
840,99.0882696961
841,49.1048918682
842,35.0324438847
843,134.3654590186
844,160.7926247637
845,108.3057128465
846,122.4129221696
847,151.7824191509
848,33.4749170908
849,71.3989040814
850,94.9686933147
851,105.4196047343
852,112.1314168702
853,151.9210779807
854,131.2650595269
855,152.601416621
856,106.8895559058
857,45.3670390704
858,128.567615662
859,50.5999017363
860,44.434759602
861,134.3518058655
862,108.8144011475
863,144.9882326922
864,143.1713374862
865,136.7550926166
866,50.0561982708
867,29.8587959889
868,108.9668934298
869,72.6365048356
870,94.2823053743
871,92.9654406348
872,147.4976316644
873,49.9454964861
874,47.8510895071
875,119.0230137203
876,120.9601305039
877,64.6601474875
878,120.3831429185
879,55.0231353997
880,77.3125202407
881,38.3291737278
882,101.6420912915
883,101.0767399129
884,136.3206193282
885,38.5712685607
886,112.8592176159
887,40.1567191726
888,143.1147836271
889,111.4135628745
890,115.7867881434
891,144.6520789107
892,77.7889680813
893,59.5848157481
894,101.6445889982
895,44.5216669204
896,109.8498284375
897,114.599305719
898,142.0790442983
899,36.0934662024
900,151.5165792279
901,107.5510446552
902,37.1513465855
903,51.7069569393
904,103.5880173814
905,109.0631887176
906,83.6894776559
907,49.7902205603
908,129.0978109801
909,45.6418653441
910,38.0999183418
911,152.8465599736
912,108.4736680476
913,100.05270352
914,123.4341350967
915,107.8381431645
916,50.3860061855
917,98.3590560591
918,125.5619061897
919,136.0541068131
920,139.9608705106
921,42.3609768525
922,125.7875795878
923,64.5128969136
924,155.5856087123
925,143.5399199912
926,91.2717097432
927,111.0550963011
928,144.1076402319
929,107.262267923
930,103.218863614
931,144.7928836934
932,100.2576931148
933,150.5699018563
934,47.7130606287
935,98.086309454
936,139.2865848434
937,104.6659035905
938,130.6224644753
939,131.9602184902
940,64.0506012694
941,116.4539600248
942,107.9821154882
943,156.0043346003
944,64.127471905
945,62.6885239951
946,130.1085245764
947,61.8734192041
948,68.8566858815
949,94.3347345943
950,146.1305050721
951,113.8705767969
952,53.9602337435
953,106.0959617504
954,101.5807928977
955,154.3513667173
956,48.7789628106
957,54.2656888694
958,101.9721102092
959,143.2912508563
960,126.979417817
961,44.8677221292
962,149.4705149887
963,142.5497259699
964,140.6889545075
965,138.116476097
966,41.7135706588
967,104.155564383
968,42.2113323945
969,111.9453500745
970,54.1836242891
971,100.3673421435
972,102.6746951614
973,134.3205331249
974,150.9311424544
975,146.6730818258
976,114.2132871731
977,148.9744358099
978,68.4761883354
979,79.5143962486
980,104.0146493529
981,58.4987618415
982,62.4589683152
983,143.4696454398
984,127.7993608062
985,55.7285223912
986,119.2392417588
987,76.3624139121
988,141.6910696797
989,104.2859878845
990,120.8289354456
991,114.8761454761
992,111.6805105796
993,132.3545011531
994,114.0220002101
995,57.7554835773
996,103.878252892
997,124.0212459968
998,146.1599150495
999,40.9392682104
1000,80.6318268979
1001,60.8287313893
1002,107.3590284088
1003,81.8557979653
1004,47.1734284922
1005,92.4691957027
1006,42.5799939281
1007,139.2563532516
1008,112.6374159846
1009,111.267047363
1010,134.960700794
1011,133.5519115479
1012,49.8394144561
1013,143.1600149106
1014,112.9822521627
1015,66.3586443624
1016,150.9451131643
1017,47.1677167551
1018,121.294001915
1019,148.857028706
1020,105.0110516066
1021,133.6568007265
1022,118.0673544308
1023,110.3828197853
1024,35.9939934294
1025,40.1965024728
1026,49.565199702
1027,45.811260605
1028,105.8141724255
1029,99.1594573098
1030,99.3601428667
1031,78.024593422
1032,38.662195312
1033,141.3893888901
1034,131.3641704725
1035,101.9458321342
1036,140.442890656
1037,145.9742014662
1038,116.8294602754
1039,100.9034160266
1040,135.0293057111
1041,109.4483876744
1042,130.227580186
1043,51.0016580504
1044,137.1528487356
1045,119.7657573696
1046,56.5375068736
1047,112.2177515848
1048,152.8108695371
1049,134.4653744737
1050,43.4608004905
1051,134.3219334591
1052,134.058848665
1053,95.9886811583
1054,98.3133025707
1055,91.6521639055
1056,117.0663259105
1057,77.3489050806
1058,123.919043975
1059,131.5591638067
1060,136.409792868
1061,105.7779258114
1062,109.8010587745
1063,147.3623667195
1064,46.1406354493
1065,119.4185755684
1066,102.4341046004
1067,106.9795673904
1068,109.6754541057
1069,50.1852858295
1070,134.0583241376
1071,96.4509716491
1072,145.3515697895
1073,108.2021775323
1074,52.0260535248
1075,142.3408648953
1076,115.7415002528
1077,149.0378755977
1078,52.1012222459
1079,43.944000103
1080,68.5035219685
1081,134.4856196106
1082,147.1455997421
1083,123.3931742098
1084,99.6025070445
1085,57.4315087513
1086,156.0926015805
1087,57.9446782765
1088,79.7682642525
1089,86.5443625697
1090,50.0234088041
1091,88.6660470945
1092,93.4367246572
1093,92.80967697
1094,96.6372023566
1095,119.7929243443
1096,128.8481402478
1097,49.8235006291
1098,53.094822078
1099,99.8271975371
1100,54.468880937
1101,50.6664053174
1102,111.3130232323
1103,103.7129365516
1104,130.3683973429
1105,39.8865058278
1106,102.8472666089
1107,142.2358987752
1108,121.9540483069
1109,147.6474094849
1110,114.1531214798
1111,139.6981719114
1112,140.6947350867
1113,98.8710993462
1114,46.1732744613
1115,47.1952345744
1116,50.9816879069
1117,115.3223568046
1118,139.1476782208
1119,71.2430247298
1120,106.6627332015
1121,95.6824479781
1122,123.179107078
1123,110.2089449627
1124,86.7366296188
1125,138.671486393
1126,78.8943678423
1127,126.093714035
1128,93.3792208679
1129,52.0696410567
1130,51.6552181896
1131,65.2153326615
1132,133.3203896187
1133,92.2641234104
1134,32.2418200505
1135,70.8637949526
1136,106.497365983
1137,103.6403196894
1138,130.0824653748
1139,141.3794610882
1140,158.1644406341
1141,90.7138512253
1142,123.0174119626
1143,113.7589880879
1144,101.0477879947
1145,101.3945185174
1146,110.4341039316
1147,97.2134998165
1148,67.4353931394
1149,104.409155177
1150,131.9686910804
1151,103.8202408044
1152,52.5841369669
1153,142.8311660877
1154,108.6289539288
1155,108.1339929489
1156,77.3228147901
1157,42.9669759806
1158,53.5738519611
1159,105.3743161725
1160,146.5651366156
1161,106.6340811112
1162,50.6394363521
1163,148.3909021861
1164,142.0177629559
1165,125.5683383851
1166,116.8817073072
1167,99.4473225634
1168,110.9082370787
1169,155.1012902906
1170,133.5947712843
1171,126.9810580538
1172,149.3251051658
1173,144.2978112394
1174,116.8216734961
1175,91.6904829323
1176,95.7721506161
1177,141.6585232332
1178,54.6658256393
1179,116.5463944024
1180,110.3863400356
1181,150.689004644
1182,105.6304471117
1183,104.4616713041
1184,110.4278362579
1185,75.8797893437
1186,116.3592029224
1187,61.4262709272
1188,105.5302368304
1189,40.2691677562
1190,107.8317540355
1191,120.7212000318
1192,111.4289429601
1193,89.6275241915
1194,124.5186557548
1195,50.1538175792
1196,143.5075764568
1197,78.8084425338
1198,111.4038638073
1199,114.852905225
1200,111.2904634102
1201,144.0414801219
1202,134.5178667354
1203,66.4663096453
1204,52.6765474123
1205,147.1172439767
1206,144.6694185837
1207,35.6271750726
1208,109.4364847145
1209,153.7085196654
1210,59.2734295245
1211,40.0616628911
1212,110.2114828173
1213,100.2365327451
1214,50.615385938
1215,56.845043161
1216,151.1400066578
1217,123.0448821004
1218,65.3070177023
1219,80.1071937706
1220,119.6445818652
1221,115.6858426331
1222,112.6251617407
1223,68.1201131932
1224,57.1835806106
1225,154.1778768609
1226,137.1368168357
1227,50.9453767921
1228,110.0983287834
1229,136.4775898153
1230,84.0515677088
1231,149.3398496895
1232,146.036132341
1233,106.1677283032
1234,104.7919447112
1235,94.6930532942
1236,107.5480047964
1237,115.7900916089
1238,145.417903778
1239,143.0109818017
1240,143.9946874113
1241,112.3811243754
1242,119.9569316253
1243,133.9981459145
1244,34.1154883346
1245,111.0970284431
1246,149.9117818718
1247,53.9122257922
1248,57.1389371596
1249,60.5271679698
1250,51.3868042251
1251,130.7003364995
1252,130.7950822265
1253,102.0248825795
1254,148.3885569856
1255,106.5489197631
1256,146.466861778
1257,43.611850402
1258,55.7535303179
1259,146.6911581337
1260,146.4605790546
1261,102.8607071687
1262,112.5508483866
1263,119.9704512922
1264,59.8268263771
1265,105.3595240839
1266,136.9399761626
1267,142.2077600399
1268,131.7358297477
1269,111.8424735224
1270,134.1833955792
1271,144.651277629
1272,51.0178767947
1273,141.4702957824
1274,105.7943140339
1275,100.6468974355
1276,148.7843152963
1277,141.2810590259
1278,130.0197979095
1279,95.3306099589
1280,109.1217620949
1281,149.5416052887
1282,99.7864329108
1283,22.5021418005
1284,141.1536157959
1285,73.3806357556
1286,139.4050507789
1287,134.2080956011
1288,43.4602087801
1289,130.0111406523
1290,146.5949318212
1291,104.0927761152
1292,73.6891722384
1293,136.4630490284
1294,131.0252010279
1295,146.8931973359
1296,91.9768934905
1297,126.8208190953
1298,104.4237661336
1299,39.483056446
1300,46.9619332142
1301,99.439100569
1302,107.8674625648
1303,93.362577627
1304,89.540397893
1305,104.7128408334
1306,47.9227566589
1307,45.2433252366
1308,91.8050251008
1309,103.2087991951
1310,90.7280437533
1311,153.8702816112
1312,58.6083230708
1313,151.5479233625
1314,79.2593137637
1315,109.6050209283
1316,39.9963294453
1317,64.7763458379
1318,123.5095907065
1319,57.4639520473
1320,112.5341424192
1321,127.1709067419
1322,113.7234892969
1323,134.5107874178
1324,144.9885679855
1325,116.8291712668
1326,56.0578912609
1327,106.0231329788
1328,134.0575460856
1329,132.6088792639
1330,69.1658347454
1331,109.1336475032
1332,125.2147221203
1333,113.5425289256
1334,113.3824846275
1335,55.4968627882
1336,99.8263851476
1337,131.9558127445
1338,114.7353864378
1339,66.8423097586
1340,122.9584173396
1341,155.6020070398
1342,146.4550190233
1343,133.8043684853
1344,130.6666248011
1345,118.9793658641
1346,112.6149217068
1347,109.4717892399
1348,129.6684717165
1349,123.3657702332
1350,71.3379278694
1351,118.9501714231
1352,41.4164928102
1353,55.116218117
1354,106.1393696226
1355,138.158203218
1356,150.2957667347
1357,148.3932369191
1358,146.7413850432
1359,45.6528527477
1360,106.1460622063
1361,123.1761727747
1362,38.0559213487
1363,122.2988946473
1364,68.9191145552
1365,148.2722132863
1366,102.7833461534
1367,148.6633437135
1368,112.868228915
1369,150.5573593451
1370,63.4523805028
1371,110.2120054671
1372,141.1205927934
1373,93.967159149
1374,132.0873304947
1375,76.2123404019
1376,53.2373289903
1377,53.7410757805
1378,140.1257716816
1379,54.2282076738
1380,134.3194392368
1381,136.3181741087
1382,139.4546390528
1383,41.8055962092
1384,76.6847882195
1385,106.3028969213
1386,40.4919970846
1387,70.8493231779
1388,135.62940734
1389,54.138284915
1390,114.1966517299
1391,109.4254382248
1392,106.6048664695
1393,114.3452885875
1394,38.6582783485
1395,96.3466474545
1396,136.3589916397
1397,105.5133337442
1398,61.6157756788
1399,46.3065203664
1400,7.9238525911
1401,32.8258745148
1402,147.8277962198
1403,52.3463325112
1404,102.7022329211
1405,42.727839709
1406,93.4309494316
1407,114.3796248534
1408,45.8624821924
1409,150.1638464607
1410,87.4346509444
1411,148.8491604208
1412,94.3387045181
1413,130.06212754
1414,35.5673517607
1415,137.6198611716
1416,146.664222149
1417,70.2187849166
1418,85.544808984
1419,44.4251455042
1420,125.2817525638
1421,127.7424244703
1422,61.8173844545
1423,108.8079802614
1424,134.9146567163
1425,90.5991561064
1426,121.5408005297
1427,140.5682332486
1428,114.0185845084
1429,148.5662237525
1430,112.3881990331
1431,86.9062663628
1432,61.8471907258
1433,104.3939796741
1434,115.8782073087
1435,120.9426604347
1436,148.4861328986
1437,46.5453890537
1438,53.3014431431
1439,141.7737678744
1440,103.761818884
1441,98.0393730231
1442,152.1171283987
1443,143.9127205127
1444,118.5200876645
1445,114.5943366079
1446,48.7705660985
1447,99.7229130557
1448,131.8586092776
1449,53.182978171
1450,141.3077557143
1451,54.1127683026
1452,100.8350416962
1453,106.0049105322
1454,137.8543868086
1455,115.5442083026
1456,47.638179967
1457,96.5795495527
1458,123.0206491689
1459,102.1076931018
1460,102.7754348769
1461,77.4236691525
1462,104.2888307298
1463,47.326220748
1464,41.7871280863
1465,76.1328566879
1466,132.6762382446
1467,105.4042071484
1468,141.6163639051
1469,48.875475952
1470,43.982341077
1471,95.6401580591
1472,79.6983251986
1473,149.5485933604
1474,104.0951955075
1475,145.9932171755
1476,106.9849425579
1477,139.1024384985
1478,137.3155361707
1479,39.6670894312
1480,52.6006416911
1481,148.7448975635
1482,127.4034107241
1483,148.9574729889
1484,121.2354225292
1485,145.7327700855
1486,67.3185528598
1487,31.6461340782
1488,125.6454292091
1489,106.3731285174
1490,73.7447712322
1491,112.3035528764
1492,105.0134284228
1493,120.4835286494
1494,37.2029015219
1495,132.438939599
1496,109.9799663898
1497,117.2437926847
1498,122.0234649719
1499,142.6323874655
1500,91.9191027415
1501,142.9442602562
1502,146.3268530852
1503,43.8265606488
1504,106.6059815045
1505,102.1767671479
1506,122.7747701248
1507,37.5566052941
1508,55.2077900166
1509,133.2607251473
1510,139.741604893
1511,140.5065868736
1512,113.0649523808
